test--------->
INFO 2016-03-11 21:39:49,431 views 3909 123145310715904 我只是一个测试
INFO 2016-03-11 21:41:58,289 views 我只是一个测试
INFO 2016-03-12 19:51:42,119 views 我只是一个测试
INFO 2016-03-12 19:57:05,814 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:57:08,475 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:57:11,111 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:57:13,507 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:57:16,041 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:57:18,619 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:57:21,383 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:57:24,995 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:57:27,376 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:57:29,878 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:57:34,245 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:57:36,444 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:57:37,704 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:57:41,418 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:57:44,382 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:57:46,299 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:57:49,855 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:57:51,967 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:57:52,854 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:57:53,013 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:57:53,296 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:57:54,976 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:57:56,836 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:57:58,105 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:57:59,513 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:58:00,515 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:58:02,684 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:58:05,972 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:58:08,989 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:58:11,482 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:58:13,933 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:58:16,023 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:58:18,613 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:58:21,542 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:58:23,353 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:58:25,704 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:58:27,782 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:58:29,088 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:58:31,996 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:58:34,442 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:58:36,887 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:58:39,564 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:58:41,668 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:58:45,118 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:58:47,682 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:58:50,494 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:58:52,894 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:58:56,195 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:58:59,714 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:59:01,880 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:59:04,185 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:59:05,156 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:59:05,455 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:59:05,672 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:59:05,839 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:59:06,042 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:59:06,186 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:59:06,350 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:59:06,503 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:59:06,686 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:59:06,853 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:59:07,079 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:59:07,386 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:59:07,711 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:59:07,916 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:59:08,092 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:59:08,305 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:59:08,547 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:59:08,797 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:59:08,924 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:59:09,054 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:59:09,224 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:59:09,515 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:59:09,816 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:59:10,420 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:59:11,697 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:59:13,814 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:59:15,878 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:59:17,831 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:59:21,182 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:59:24,886 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:59:28,154 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:59:32,756 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:59:36,703 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:59:39,688 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:59:42,046 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:59:44,110 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:59:47,132 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:59:49,313 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:59:51,721 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:59:54,877 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:59:57,196 views latitude=%f,lontitude=%f
INFO 2016-03-12 20:00:00,605 views latitude=%f,lontitude=%f
INFO 2016-03-12 20:00:04,095 views latitude=%f,lontitude=%f
INFO 2016-03-12 20:00:06,685 views latitude=%f,lontitude=%f
INFO 2016-03-12 20:00:08,684 views latitude=%f,lontitude=%f
INFO 2016-03-12 20:00:11,488 views latitude=%f,lontitude=%f
INFO 2016-03-12 20:00:15,201 views latitude=%f,lontitude=%f
INFO 2016-03-12 20:00:17,424 views latitude=%f,lontitude=%f
INFO 2016-03-12 20:00:19,766 views latitude=%f,lontitude=%f
INFO 2016-03-12 20:00:22,331 views latitude=%f,lontitude=%f
INFO 2016-03-12 20:00:24,737 views latitude=%f,lontitude=%f
INFO 2016-03-12 20:00:25,828 views latitude=%f,lontitude=%f
INFO 2016-03-12 20:00:28,401 views latitude=%f,lontitude=%f
INFO 2016-03-12 20:00:29,872 views latitude=%f,lontitude=%f
INFO 2016-03-12 20:00:32,707 views latitude=%f,lontitude=%f
INFO 2016-03-12 20:00:35,814 views latitude=%f,lontitude=%f
INFO 2016-03-12 20:00:39,196 views latitude=%f,lontitude=%f
INFO 2016-03-12 20:00:40,854 views latitude=%f,lontitude=%f
INFO 2016-03-12 20:00:43,401 views latitude=%f,lontitude=%f
INFO 2016-03-12 20:00:46,325 views latitude=%f,lontitude=%f
INFO 2016-03-12 20:00:48,281 views latitude=%f,lontitude=%f
INFO 2016-03-12 20:00:50,935 views latitude=%f,lontitude=%f
INFO 2016-03-12 20:00:53,557 views latitude=%f,lontitude=%f
INFO 2016-03-12 20:00:59,871 views latitude=%f,lontitude=%f
INFO 2016-03-12 20:01:03,133 views latitude=%f,lontitude=%f
INFO 2016-03-12 20:01:06,035 views latitude=%f,lontitude=%f
INFO 2016-03-12 20:01:08,448 views latitude=%f,lontitude=%f
INFO 2016-03-12 20:01:11,572 views latitude=%f,lontitude=%f
INFO 2016-03-12 20:01:16,731 views latitude=%f,lontitude=%f
INFO 2016-03-22 14:02:05,183 businissApi request begin
INFO 2016-03-22 14:07:24,463 businissApi request begin
INFO 2016-03-22 14:10:54,070 businissApi request begin
INFO 2016-03-22 14:11:29,399 businissApi request begin
INFO 2016-03-22 14:18:55,434 businissApi add shop begin
INFO 2016-03-28 11:07:26,169 businissApi add shop begin
INFO 2016-03-28 11:08:49,245 businissApi add shop begin
INFO 2016-03-28 11:09:30,920 businissApi add shop begin
INFO 2016-03-28 11:10:13,270 businissApi add shop begin
INFO 2016-03-28 13:45:33,390 businissApi add shop begin
INFO 2016-03-28 13:45:46,691 businissApi add shop begin
INFO 2016-03-28 13:46:37,715 businissApi add shop begin
INFO 2016-03-28 13:47:27,228 businissApi add shop begin
INFO 2016-03-28 13:48:21,012 businissApi add shop begin
INFO 2016-03-28 13:53:02,807 businissApi add shop begin
